No,ID,JK,Kecamatan,Jenis_Tinggal,Alat_Transportasi,Penerima_KPS,Pekerjaan_Ayah,Penghasilan_Ayah,Pekerjaan_Ibu,Penghasilan_Ibu,Rombel_Saat_Ini,Penerima_KIP,Layak_PIP
594,594,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Ya
595,595,P,Kec. Sukajadi,Bersama orang tua,Jalan kaki,Tidak,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 3,Tidak,Tidak
596,596,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
597,597,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 2,Tidak,Tidak
598,598,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
599,599,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
600,600,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
601,601,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 4,Tidak,Tidak
602,602,P,Kec. Dayun,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
603,603,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
604,604,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
605,605,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
606,606,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
607,607,P,Kec. Bukit Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
608,608,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,PNS/TNI/Polri,Rp 1.000.000 - Rp 2.000.000,X IPS 3,Tidak,Tidak
609,609,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 4,Tidak,Tidak
610,610,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Ya,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Ya
611,611,L,Kec. Pangkalan Kerinci,Lainnya,Kendaraan pribadi,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 5,Tidak,Tidak
612,612,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
613,613,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
614,614,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Ya
615,615,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
616,616,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,"Rp. 500,000 - Rp. 999,999",XI MIPA 5,Tidak,Tidak
617,617,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Ya,Tidak
618,618,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
619,619,P,Kec. Tenayan Raya,Wali,Angkutan umum/bus/pete-pete,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
620,620,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
621,621,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
622,622,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
623,623,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
624,624,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 6,Tidak,Tidak
625,625,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Ya
626,626,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
627,627,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
628,628,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
629,629,P,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 2,Tidak,Tidak
630,630,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
631,631,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
632,632,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wirausaha,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
633,633,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
634,634,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
635,635,P,Kec. Rengat,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
636,636,P,Kec. Tapung,Bersama orang tua,Kendaraan pribadi,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
637,637,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
638,638,L,Kec. Bukit Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
639,639,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Karyawan Swasta,Kurang dari Rp 1.000.000,X IPS 2,Tidak,Tidak
640,640,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Pedagang Kecil,"Kurang dari Rp. 500,000",XI MIPA 3,Tidak,Tidak
641,641,P,Kec. Bukit Raya,Bersama orang tua,Jalan kaki,Ya,Sudah Meninggal,Tidak Berpenghasilan,Lainnya,"Rp. 500,000 - Rp. 999,999",X MIPA 6,Tidak,Ya
642,642,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Ya,Tidak
643,643,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 500,000 - Rp. 999,999",Petani,"Rp. 500,000 - Rp. 999,999",XI MIPA 4,Tidak,Tidak
644,644,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
645,645,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 2,Tidak,Tidak
646,646,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Ya
647,647,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
648,648,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
649,649,L,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
650,650,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
651,651,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 4,Tidak,Tidak
652,652,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Ya
653,653,P,Kec. Tenayan Raya,Bersama orang tua,Mobil/bus antar jemput,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 3,Tidak,Tidak
654,654,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",XI IPS 2,Tidak,Tidak
655,655,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
656,656,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
657,657,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Petani,"Kurang dari Rp. 500,000",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
658,658,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
659,659,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Wiraswasta,Lebih dari Rp 2.000.000,X IPS 3,Tidak,Tidak
660,660,L,Kec. Tampan,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
661,661,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
662,662,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
663,663,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Ya,Tidak
664,664,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
665,665,P,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
666,666,P,Kec. Tampan,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 1,Tidak,Tidak
667,667,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 4,Tidak,Tidak
668,668,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
669,669,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
670,670,P,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
671,671,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Karyawan Swasta,Rp 1.000.000 - Rp 2.000.000,X IPS 3,Tidak,Tidak
672,672,P,Kec. Tampan,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII IPS 2,Tidak,Tidak
673,673,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
674,674,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
675,675,L,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 4,Tidak,Tidak
676,676,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Ya,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Ya
677,677,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
678,678,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 4,Tidak,Tidak
679,679,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
680,680,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Wiraswasta,Kurang dari Rp 1.000.000,X MIPA 6,Tidak,Tidak
681,681,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
682,682,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
683,683,P,Kec. Sail,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
684,684,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
685,685,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Tidak bekerja,Tidak Berpenghasilan,Sudah Meninggal,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
686,686,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
687,687,L,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Pedagang Kecil,"Rp. 2,000,000 - Rp. 4,999,999",X IPS 2,Tidak,Tidak
688,688,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 1,Tidak,Tidak
689,689,P,Kec. Tenayan Raya,Bersama orang tua,Ojek,Ya,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Petani,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 2,Ya,Tidak
690,690,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
691,691,L,Kec. Bukit Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Ya,Ya
692,692,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Pensiunan,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Ya
693,693,L,Kec. Marpoyan Damai,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
694,694,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Ya
695,695,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 500,000 - Rp. 999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 2,Tidak,Tidak
696,696,L,Kec. Tenayan Raya,Bersama orang tua,Kereta api,Ya,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Ya
697,697,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
698,698,L,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Kurang dari Rp. 500,000",XI MIPA 7,Tidak,Tidak
699,699,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
700,700,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Ya,Tidak
701,701,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
702,702,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
703,703,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
704,704,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
705,705,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
706,706,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 1,Tidak,Tidak
707,707,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
708,708,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Ya,Ya
709,709,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
710,710,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Lainnya,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
711,711,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
712,712,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
713,713,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
714,714,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,"Rp. 500,000 - Rp. 999,999",XI MIPA 6,Tidak,Tidak
